voltage_v,voltage_au,temperature_k,thermal_voltage_v,legacy_bias_drive,voltage_sign,field_sign,polarization_uc_cm2,polarization_au,screening_charge_uc_cm2,screening_charge_c_m2,fe_field_mv_cm,il_field_mv_cm,dl_field_mv_cm,fe_built_in_field_mv_cm,il_built_in_field_mv_cm,dl_built_in_field_mv_cm,top_work_function_ev,bottom_work_function_ev,top_fermi_ev,bottom_fermi_ev,top_affinity_ev,fe_affinity_ev,insulator_k,fe_k,top_screening_len_nm,bottom_screening_len_nm,insulator_thickness_nm,fe_thickness_nm,top_m_eff,bottom_m_eff,insulator_m_eff,fe_m_eff,trap_depth_ev,top_field_v_per_m,bottom_field_v_per_m,top_base_barrier_ev,bottom_base_barrier_ev,top_schottky_lowering_ev,bottom_schottky_lowering_ev,top_barrier_ev,bottom_barrier_ev,thermionic_barrier_offset_ev,thermionic_top_barrier_offset_ev,thermionic_bottom_barrier_offset_ev,top_total_barrier_offset_ev,bottom_total_barrier_offset_ev,top_barrier_effective_ev,bottom_barrier_effective_ev,richardson_constant_a_per_m2_k2,thermionic_prefactor_scale,thermionic_top_prefactor_scale,thermionic_bottom_prefactor_scale,top_prefactor_a_per_m2,bottom_prefactor_a_per_m2,top_injection_a_per_m2,bottom_injection_a_per_m2,enable_thermionic,thermionic_raw_a_per_m2,thermionic_a_per_m2,barrier_sampling_points,barrier_profile_min_ev,barrier_profile_max_ev,effective_mass_min,effective_mass_max,flux_top_a_per_m2,flux_bottom_a_per_m2,tunneling_prefactor_scale,enable_tunneling,tunneling_transmission,tunneling_raw_a_per_m2,tunneling_a_per_m2,pf_field_v_per_m,pf_lowering_ev,pf_activation_ev,poole_frenkel_mobility_m2_per_v_s,poole_frenkel_trap_density_m3,poole_frenkel_prefactor_scale,enable_poole_frenkel,poole_frenkel_raw_a_per_m2,poole_frenkel_a_per_m2,tat_reduced_barrier_min_ev,tat_reduced_barrier_max_ev,trap_assisted_prefactor_a_per_m2,field_enhancement,trap_tunneling_transmission,enable_trap_assisted_tunneling,trap_assisted_tunneling_raw_a_per_m2,trap_assisted_tunneling_a_per_m2,sclc_mobility_m2_per_v_s,sclc_prefactor_scale,sclc_voltage_drop_v,sclc_thickness_m,enable_sclc,sclc_raw_a_per_m2,sclc_a_per_m2,total_a_per_m2,experimental_current_a,experimental_current_density_a_per_m2,experimental_current_density_uA_per_um2,model_total_a,model_thermionic_a,model_tunneling_a,model_pf_a,model_tat_a,model_sclc_a
0.5,0.01837466108782714,300.0,0.025851999786435535,0.9999999920310759,1.0,1.0,-15.359859638540817,-0.0026845971155771385,-10.453807918775285,-0.10453807918775285,3.4269759497252323,-7.13005001796351,0.0,-0.036111111111201626,-0.03472222222230925,0.0,4.33,4.28,4.354,4.354,2.0,1.0,16.64,16.0,0.005291772109038001,0.005291772109038001,4.0,10.0,1.0,1.0,0.11,0.3,0.8,713005001.796351,342697594.9725232,2.33,3.2800000000000002,0.2483965313735345,0.1756189744619273,2.0816034686264655,3.104381025538073,0.0,1.549994,2.518931,1.549994,2.518931,0.5316094686264654,0.5854500255380732,1200000.0,1.0,6.588173077926467,22.094440075220636,711522692416.0585,2386199528123.8286,834.7237013656943,348.80218577577665,1,834.7237013656943,834.7237013656943,1500,0.0,8.146477971269192,0.11,0.3,3469911125302822.5,3469911125302822.5,1.0,0,9.284332555852557e-76,3.2215808826563974e-60,0.0,342697594.9725232,0.1756189744619273,0.6243810255380727,1e-10,5e+23,504765890.70298094,1,44.93056520558236,44.93056520558236,0.0,7.346477971269192,500000000.0,4.426975949725232,1.1802778610409439e-70,0,2.6125308524106993e-61,0.0,5e-10,1.0,3.4269759497166445,1e-08,0,935865.3172220595,0.0,879.6542665712767,-3.022379e-13,-9.620531154942789,-9.62053115494279e-06,2.7635153815592408e-11,2.6223618479877458e-11,0.0,1.4115353357149473e-12,0.0,0.0
0.75,0.027561991631740706,300.0,0.025851999786435535,0.999999999999497,1.0,1.0,-14.777254776831557,-0.0025827694056844404,-9.785424339453138,-0.09785424339453139,3.4875254881378703,-6.676397088291446,0.0,-0.036111111111201626,-0.03472222222230925,0.0,4.33,4.28,4.354,4.354,2.0,1.0,16.64,16.0,0.005291772109038001,0.005291772109038001,4.0,10.0,1.0,1.0,0.11,0.3,0.8,667639708.8291446,348752548.81378704,2.33,3.2800000000000002,0.24036449569962373,0.17716364361820966,2.0896355043003765,3.1028363563817907,0.0,1.549994,2.518931,1.549994,2.518931,0.5396415043003764,0.5839053563817909,1200000.0,1.0,6.588173077926467,22.094440075220636,711522692416.0585,2386199528123.8286,611.8014255190419,370.2785015149628,1,611.8014255190419,611.8014255190419,1500,0.0,8.392483326409621,0.11,0.3,3469911125302822.5,3469911125302822.5,1.0,0,6.4353938092851514e-77,2.233024457454346e-61,0.0,348752548.81378704,0.17716364361820966,0.6228363563817904,1e-10,5e+23,504765890.70298094,1,48.539747771093616,48.539747771093616,0.0,7.592483326409622,500000000.0,4.48752548813787,6.739087450385142e-72,0,1.5120913350196693e-62,0.0,5e-10,1.0,3.487525488129131,1e-08,0,969228.1522225264,0.0,660.3411732901355,-2.939467e-13,-9.356614062110085,-9.356614062110086e-06,2.0745229788711546e-11,1.9220308638663853e-11,0.0,1.5249211500476925e-12,0.0,0.0
1.0,0.03674932217565428,300.0,0.025851999786435535,1.0,1.0,1.0,-13.978935587089726,-0.0024432391336295326,-8.963129395268705,-0.08963129395268706,3.50444950967834,-6.118279680825936,0.0,-0.036111111111201626,-0.03472222222230925,0.0,4.33,4.28,4.354,4.354,2.0,1.0,16.64,16.0,0.005291772109038001,0.005291772109038001,4.0,10.0,1.0,1.0,0.11,0.3,0.8,611827968.0825937,350444950.967834,2.33,3.2800000000000002,0.2300985604589237,0.17759298709094423,2.0999014395410764,3.102407012909056,0.0,1.549994,2.518931,1.549994,2.518931,0.5499074395410763,0.5834760129090562,1200000.0,1.0,6.588173077926467,22.094440075220636,711522692416.0585,2386199528123.8286,411.2920954660937,376.4793416677399,1,411.2920954660937,411.2920954660937,1500,0.0,8.637568818672657,0.11,0.3,3469911125302822.5,3469911125302822.5,1.0,0,3.4406439151153874e-78,1.1938728599264343e-62,0.0,350444950.967834,0.17759298709094423,0.6224070129090558,1e-10,5e+23,504765890.70298094,1,49.59210982814417,49.59210982814417,0.0,7.837568818672657,500000000.0,4.50444950967834,2.9284451241231244e-73,0,6.595516601738167e-64,0.0,5e-10,1.0,3.5044495096695583,1e-08,0,978657.782732353,0.0,460.88420529423786,-3.256465e-13,-10.365650035114978,-1.0365650035114977e-05,1.4479104335079479e-11,1.292112225595832e-11,0.0,1.557982079121159e-12,0.0,0.0
1.25,0.045936652719567844,300.0,0.025851999786435535,1.0,1.0,1.0,-13.132102318225835,-0.002295229568147414,-8.106219837392102,-0.08106219837392102,3.5115621672886514,-5.536668247778824,0.0,-0.036111111111201626,-0.03472222222230925,0.0,4.33,4.28,4.354,4.354,2.0,1.0,16.64,16.0,0.005291772109038001,0.005291772109038001,4.0,10.0,1.0,1.0,0.11,0.3,0.8,553666824.7778823,351156216.72886515,2.33,3.2800000000000002,0.2188887744502118,0.17777311778314403,2.1111112255497884,3.1022268822168564,0.0,1.549994,2.518931,1.549994,2.518931,0.5611172255497883,0.5832958822168566,1200000.0,1.0,6.588173077926467,22.094440075220636,711522692416.0585,2386199528123.8286,266.584102041606,379.11172198234016,1,266.584102041606,266.584102041606,1500,0.0,8.882447434086934,0.11,0.3,3469911125302822.5,3469911125302822.5,1.0,0,1.810510458792899e-79,6.282310383442598e-64,0.0,351156216.72886515,0.17777311778314403,0.622226882216856,1e-10,5e+23,504765890.70298094,1,50.04021900086316,50.04021900086316,0.0,8.082447434086934,500000000.0,4.511562167288652,1.260912979746845e-74,0,2.8443436478345338e-65,0.0,5e-10,1.0,3.5115621672798514,1e-08,0,982634.3968123217,0.0,316.62432104246915,-2.92595e-13,-9.313588114794621,-9.313588114794622e-06,9.947046409348774e-12,8.374986565377412e-12,0.0,1.572059843971361e-12,0.0,0.0
1.5,0.05512398326348141,300.0,0.025851999786435535,1.0,1.0,1.0,-12.240781432569243,-0.0021394444545462933,-7.217568531609903,-0.07217568531609903,3.5096777624660054,-4.933512693398134,0.0,-0.036111111111201626,-0.03472222222230925,0.0,4.33,4.28,4.354,4.354,2.0,1.0,16.64,16.0,0.005291772109038001,0.005291772109038001,4.0,10.0,1.0,1.0,0.11,0.3,0.8,493351269.3398134,350967776.2466005,2.33,3.2800000000000002,0.20662238192898116,0.17772541230923092,2.123377618071019,3.1022745876907694,0.0,1.549994,2.518931,1.549994,2.518931,0.5733836180710188,0.5833435876907695,1200000.0,1.0,6.588173077926467,22.094440075220636,711522692416.0585,2386199528123.8286,165.8700293646859,378.4127807892203,1,165.8700293646859,165.8700293646859,1500,0.0,9.12713634255145,0.11,0.3,3469911125302822.5,3469911125302822.5,1.0,0,9.436638576999136e-81,3.27442971837911e-65,0.0,350967776.2466005,0.17772541230923092,0.6222745876907692,1e-10,5e+23,504765890.70298094,1,49.92115991704134,49.92115991704134,0.0,8.32713634255145,500000000.0,4.509677762466005,5.414561840855198e-76,0,1.220896456360084e-66,0.0,5e-10,1.0,3.50967776245721,1e-08,0,981580.0602660574,0.0,215.79118928172724,-3.842566e-13,-12.231267461137037,-1.2231267461137036e-05,6.779280149568789e-12,5.210960657028206e-12,0.0,1.5683194925405832e-12,0.0,0.0
1.75,0.06431131380739498,300.0,0.025851999786435535,1.0,1.0,1.0,-11.453221856365861,-0.0020017947483396284,-6.4029505313735,-0.064029505313735,3.5287777808734466,-4.380605868928222,0.0,-0.036111111111201626,-0.03472222222230925,0.0,4.33,4.28,4.354,4.354,2.0,1.0,16.64,16.0,0.005291772109038001,0.005291772109038001,4.0,10.0,1.0,1.0,0.11,0.3,0.8,438060586.8928222,352877778.08734465,2.33,3.2800000000000002,0.19470016928547035,0.1782083559037882,2.13529983071453,3.101791644096212,0.0,1.549994,2.518931,1.549994,2.518931,0.5853058307145298,0.5828606440962121,1200000.0,1.0,6.588173077926467,22.094440075220636,711522692416.0585,2386199528123.8286,104.58841084206013,385.54838783150393,1,104.58841084206013,104.58841084206013,1500,0.0,9.372267716648851,0.11,0.3,3469911125302822.5,3469911125302822.5,1.0,0,5.933058163872364e-82,2.0587184529889452e-66,0.0,352877778.08734465,0.1782083559037882,0.6217916440962119,1e-10,5e+23,504765890.70298094,1,51.13930589896177,51.13930589896177,0.0,8.57226771664885,500000000.0,4.528777780873447,2.861118646440164e-77,0,6.478685277220463e-68,0.0,5e-10,1.0,3.5287777808646035,1e-08,0,992292.8454712242,0.0,155.7277167410219,-4.29687e-13,-13.677362006465446,-1.3677362006465445e-05,4.892330508739067e-12,3.285741831520472e-12,0.0,1.606588677218595e-12,0.0,0.0
2.0,0.07349864435130855,300.0,0.025851999786435535,1.0,1.0,1.0,-10.745170550227385,-0.0018780415019642237,-5.645061383945065,-0.05645061383945065,3.5639573495306487,-3.866202698751208,0.0,-0.036111111111201626,-0.03472222222230925,0.0,4.33,4.28,4.354,4.354,2.0,1.0,16.64,16.0,0.005291772109038001,0.005291772109038001,4.0,10.0,1.0,1.0,0.11,0.3,0.8,386620269.8751208,356395734.95306486,2.33,3.2800000000000002,0.18291172631247743,0.17909446232835893,2.1470882736875225,3.1009055376716415,0.0,1.549994,2.518931,1.549994,2.518931,0.5970942736875224,0.5819745376716416,1200000.0,1.0,6.588173077926467,22.094440075220636,711522692416.0585,2386199528123.8286,66.28975874110903,398.99258456417147,1,66.28975874110903,66.28975874110903,1500,0.0,9.617738135012553,0.11,0.3,3469911125302822.5,3469911125302822.5,1.0,0,4.319864009546797e-83,1.498954418652169e-67,0.0,356395734.95306486,0.17909446232835893,0.6209055376716411,1e-10,5e+23,504765890.70298094,1,53.45015264494166,53.45015264494166,0.0,8.817738135012553,500000000.0,4.563957349530648,1.7780593313230808e-78,0,4.0574934765467623e-69,0.0,5e-10,1.0,3.5639573495217176,1e-08,0,1012176.4671701408,0.0,119.7399113860507,-6.957439e-13,-22.14621616220666,-2.2146216162206662e-05,3.761740259519097e-12,2.082554190693079e-12,0.0,1.6791860688260178e-12,0.0,0.0
2.25,0.08268597489522213,300.0,0.025851999786435535,1.0,1.0,1.0,-9.792781541331065,-0.0017115828984119502,-4.712838201027351,-0.04712838201027351,3.549722682835996,-3.233473542736134,0.0,-0.036111111111201626,-0.03472222222230925,0.0,4.33,4.28,4.354,4.354,2.0,1.0,16.64,16.0,0.005291772109038001,0.005291772109038001,4.0,10.0,1.0,1.0,0.11,0.3,0.8,323347354.2736134,354972268.28359956,2.33,3.2800000000000002,0.16727610008152438,0.1787364472920372,2.1627238999184755,3.1012635527079633,0.0,1.549994,2.518931,1.549994,2.518931,0.6127298999184754,0.5823325527079635,1200000.0,1.0,6.588173077926467,22.094440075220636,711522692416.0585,2386199528123.8286,36.2059109110382,393.5051642825916,1,36.2059109110382,36.2059109110382,1500,0.0,9.862166632867943,0.11,0.3,3469911125302822.5,3469911125302822.5,1.0,0,2.38579202704104e-84,8.278486297288477e-69,0.0,354972268.28359956,0.1787364472920372,0.6212635527079629,1e-10,5e+23,504765890.70298094,1,52.50449546312317,52.50449546312317,0.0,9.062166632867942,500000000.0,4.549722682835995,8.275521331314523e-80,0,1.8825663556687408e-70,0.0,5e-10,1.0,3.5497226828271002,1e-08,0,1004107.2227746526,0.0,88.71040637416138,-7.248421e-13,-23.07244063522198,-2.307244063522198e-05,2.7869196096203058e-12,1.1374422373464416e-12,0.0,1.649477372273864e-12,0.0,0.0
2.5,0.09187330543913569,300.0,0.025851999786435535,1.0,1.0,1.0,-8.890742252489058,-0.0015539244217103653,-3.8165393547296116,-0.03816539354729612,3.5456706154233286,-2.62512736239306,0.0,-0.036111111111201626,-0.03472222222230925,0.0,4.33,4.28,4.354,4.354,2.0,1.0,16.64,16.0,0.005291772109038001,0.005291772109038001,4.0,10.0,1.0,1.0,0.11,0.3,0.8,262512736.239306,354567061.5423329,2.33,3.2800000000000002,0.1507212294919557,0.17863440285043283,2.1792787705080445,3.1013655971495675,0.0,1.549994,2.518931,1.549994,2.518931,0.6292847705080444,0.5824345971495677,1200000.0,1.0,6.588173077926467,22.094440075220636,711522692416.0585,2386199528123.8286,19.084021313565504,391.95496049896354,1,19.084021313565504,19.084021313565504,1500,0.0,10.106809835229926,0.11,0.3,3469911125302822.5,3469911125302822.5,1.0,0,1.4699973335417737e-85,5.1007601018220847e-70,0.0,354567061.5423329,0.17863440285043283,0.6213655971495672,1e-10,5e+23,504765890.70298094,1,52.237956669973464,52.237956669973464,0.0,9.306809835229926,500000000.0,4.5456706154233295,4.351157346055973e-81,0,9.889464045524999e-72,0.0,5e-10,1.0,3.545670615414443,1e-08,0,1001816.1210354808,0.0,71.32197798353897,-5.852308e-13,-18.628474933924874,-1.8628474933924872e-05,2.24064602072579e-12,5.995422115964843e-13,0.0,1.6411038091293058e-12,0.0,0.0
2.75,0.10106063598304926,300.0,0.025851999786435535,1.0,1.0,1.0,-7.860056671281509,-0.0013737811389271121,-2.8284518608114686,-0.028284518608114685,3.5156014491497656,-1.9544813437657143,0.0,-0.036111111111201626,-0.03472222222230925,0.0,4.33,4.28,4.354,4.354,2.0,1.0,16.64,16.0,0.005291772109038001,0.005291772109038001,4.0,10.0,1.0,1.0,0.11,0.3,0.8,195448134.37657142,351560144.91497654,2.33,3.2800000000000002,0.1300513915277816,0.17787533288249144,2.1999486084722184,3.1021246671175087,0.0,1.549994,2.518931,1.549994,2.518931,0.6499546084722183,0.5831936671175089,1200000.0,1.0,6.588173077926467,22.094440075220636,711522692416.0585,2386199528123.8286,8.578905778580804,380.61364258989346,1,8.578905778580804,8.578905778580804,1500,0.0,10.350904455818315,0.11,0.3,3469911125302822.5,3469911125302822.5,1.0,0,8.046561466830577e-87,2.7920853154188415e-71,0.0,351560144.91497654,0.17787533288249144,0.6221246671175086,1e-10,5e+23,504765890.70298094,1,50.296250833874126,50.296250833874126,0.0,9.550904455818314,500000000.0,4.515601449149766,2.0285557955105188e-82,0,4.5800747449442274e-73,0.0,5e-10,1.0,3.5156014491409557,1e-08,0,984896.3075613179,0.0,58.87515661245493,-6.896741e-13,-21.953008427490825,-2.1953008427490827e-05,1.8496175949263695e-12,2.695142736982848e-13,0.0,1.5801033212280847e-12,0.0,0.0
3.0,0.11024796652696282,300.0,0.025851999786435535,1.0,1.0,1.0,-7.342156428060868,-0.0012832625058259235,-2.206234784360534,-0.02206234784360534,3.5892366849814263,-1.5321630697138258,0.0,-0.036111111111201626,-0.03472222222230925,0.0,4.33,4.28,4.354,4.354,2.0,1.0,16.64,16.0,0.005291772109038001,0.005291772109038001,4.0,10.0,1.0,1.0,0.11,0.3,0.8,153216306.9713826,358923668.49814266,2.33,3.2800000000000002,0.11514676307092639,0.17972850317713432,2.214853236929074,3.1002714968228657,0.0,1.549994,2.518931,1.549994,2.518931,0.6648592369290738,0.5813404968228659,1200000.0,1.0,6.588173077926467,22.094440075220636,711522692416.0585,2386199528123.8286,4.819979156414933,408.89918193875315,1,4.819979156414933,4.819979156414933,1500,0.0,10.597185728544218,0.11,0.3,3469911125302822.5,3469911125302822.5,1.0,0,8.635078563373042e-88,2.996295517491203e-72,0.0,358923668.49814266,0.17972850317713432,0.6202714968228658,1e-10,5e+23,504765890.70298094,1,55.16580591003392,55.16580591003392,0.0,9.797185728544218,500000000.0,4.589236684981427,1.937097854685133e-83,0,4.444900268559916e-74,0.0,5e-10,1.0,3.5892366849724318,1e-08,0,1026586.2321702262,0.0,59.98578506644885,-8.102244e-13,-25.790243654733008,-2.5790243654733006e-05,1.8845090168457204e-12,1.5142411108249082e-13,0.0,1.7330849057632296e-12,0.0,0.0
3.25,0.1194352970708764,300.0,0.025851999786435535,1.0,1.0,1.0,-6.363365921865548,-0.001112189447118216,-1.2551742320350576,-0.012551742320350577,3.569662646644783,-0.8866483993870248,0.0,-0.036111111111201626,-0.03472222222230925,0.0,4.33,4.28,4.354,4.354,2.0,1.0,16.64,16.0,0.005291772109038001,0.005291772109038001,4.0,10.0,1.0,1.0,0.11,0.3,0.8,88664839.93870248,356966264.6644783,2.33,3.2800000000000002,0.08759412041805012,0.17923775508112003,2.24240587958195,3.1007622449188803,0.0,1.549994,2.518931,1.549994,2.518931,0.69241187958195,0.5818312449188805,1200000.0,1.0,6.588173077926467,22.094440075220636,711522692416.0585,2386199528123.8286,1.6602792323005264,401.21026552775044,1,1.6602792323005264,1.6602792323005264,1500,0.0,10.841501643440958,0.11,0.3,3469911125302822.5,3469911125302822.5,1.0,0,5.4388862300571346e-89,1.8872451838931577e-73,0.0,356966264.6644783,0.17923775508112003,0.62076224491888,1e-10,5e+23,504765890.70298094,1,53.83327963707076,53.83327963707076,0.0,10.041501643440958,500000000.0,4.569662646644783,1.056738585639777e-84,0,2.414469421033164e-75,0.0,5e-10,1.0,3.569662646635838,1e-08,0,1015419.7100749989,0.0,55.493558869371284,-9.473983e-13,-30.156624504371674,-3.0156624504371675e-05,1.7433815686556954e-12,5.215921039103036e-14,0.0,1.6912223582646651e-12,0.0,0.0
3.5,0.12862262761478996,300.0,0.025851999786435535,1.0,1.0,1.0,-5.502512535182432,-0.0009617294446696615,-0.3882613726217985,-0.003882613726217985,3.573939911297887,-0.29824741137642763,0.0,-0.036111111111201626,-0.03472222222230925,0.0,4.33,4.28,4.354,4.354,2.0,1.0,16.64,16.0,0.005291772109038001,0.005291772109038001,4.0,10.0,1.0,1.0,0.11,0.3,0.8,29824741.137642764,357393991.1297887,2.33,3.2800000000000002,0.05080279194426248,0.1793451066537147,2.2791972080557374,3.1006548933462854,0.0,1.549994,2.518931,1.549994,2.518931,0.7292032080557374,0.5817238933462856,1200000.0,1.0,6.588173077926467,22.094440075220636,711522692416.0585,2386199528123.8286,0.4000497653724954,402.87977285410545,1,0.4000497653724954,0.4000497653724954,1500,0.0,11.086320473369328,0.11,0.3,3469911125302822.5,3469911125302822.5,1.0,0,4.101160568764797e-90,1.423066268421022e-74,0.0,357393991.1297887,0.1793451066537147,0.6206548933462853,1e-10,5e+23,504765890.70298094,1,54.12206237637467,54.12206237637467,0.0,10.286320473369328,500000000.0,4.573939911297887,6.998890375484027e-86,0,1.6006252011612524e-76,0.0,5e-10,1.0,3.5739399112889307,1e-08,0,1017854.5737269862,0.0,54.522112141747165,-1.0878e-12,-34.62574941907275,-3.4625749419072746e-05,1.7128626696271178e-12,1.2567934039645522e-14,0.0,1.7002947355874723e-12,0.0,0.0
3.75,0.13780995815870353,300.0,0.025851999786435535,1.0,1.0,1.0,-4.481912624609102,-0.0007833489359566444,0.5926300330855048,0.005926300330855048,3.5459104453930164,0.36751439614816045,0.0,-0.036111111111201626,-0.03472222222230925,0.0,4.33,4.28,4.354,4.354,2.0,1.0,16.64,16.0,0.005291772109038001,0.005291772109038001,4.0,10.0,1.0,1.0,0.11,0.3,0.8,36751439.61481605,354591044.53930163,2.33,3.2800000000000002,0.056394456652092716,0.17864044418416533,2.2736055433479074,3.101359555815835,0.0,1.549994,2.518931,1.549994,2.518931,0.7236115433479073,0.5824285558158353,1200000.0,1.0,6.588173077926467,22.094440075220636,711522692416.0585,2386199528123.8286,0.4966493286511483,392.04656685226183,1,0.4966493286511483,0.4966493286511483,1500,0.0035418980784866104,11.330458101921513,0.11,0.3,3469911125302822.5,3469911125302822.5,1.0,0,2.6506201742561223e-91,9.197416431603425e-76,0.0,354591044.53930163,0.17864044418416533,0.6213595558158347,1e-10,5e+23,504765890.70298094,1,52.25369975706584,52.25369975706584,0.0,10.530458101921512,500000000.0,4.545910445393016,3.955273626757241e-87,0,8.990159847131629e-78,0.0,5e-10,1.0,3.5459104453841306,1e-08,0,1001951.6517611515,0.0,52.750349085716984,-1.2874e-12,-40.97921474730121,-4.097921474730121e-05,1.6572010916198555e-12,1.5602698823007505e-14,0.0,1.641598392796848e-12,0.0,0.0
4.0,0.1469972887026171,300.0,0.025851999786435535,1.0,1.0,1.0,-3.7980304851931623,-0.0006638199778752821,1.3332745706088998,0.013332745706088998,3.585977924836012,0.8702131079176125,0.0,-0.036111111111201626,-0.03472222222230925,0.0,4.33,4.28,4.354,4.354,2.0,1.0,16.64,16.0,0.005291772109038001,0.005291772109038001,4.0,10.0,1.0,1.0,0.11,0.3,0.8,87021310.79176125,358597792.4836012,2.33,3.2800000000000002,0.08677848206577558,0.17964689458787567,2.2432215179342245,3.1003531054121245,0.0,1.549994,2.518931,1.549994,2.518931,0.6932275179342244,0.5814221054121247,1200000.0,1.0,6.588173077926467,22.094440075220636,711522692416.0585,2386199528123.8286,1.6087146406932544,407.61042010302606,1,1.6087146406932544,1.6087146406932544,1500,0.007968416003401207,11.576031583996599,0.11,0.3,3469911125302822.5,3469911125302822.5,1.0,0,2.628869308078635e-92,9.12194285906919e-77,0.0,358597792.4836012,0.17964689458787567,0.6203531054121244,1e-10,5e+23,504765890.70298094,1,54.94200662420684,54.94200662420684,0.0,10.776031583996598,500000000.0,4.585977924836012,3.519154461482181e-88,0,8.069382337222724e-79,0.0,5e-10,1.0,3.5859779248270254,1e-08,0,1024722.9504163576,0.0,56.5507212649001,-1.5745e-12,-50.11789157963784,-5.011789157963784e-05,1.7765933048101426e-12,5.053926096924272e-14,0.0,1.7260540438408998e-12,0.0,0.0
4.25,0.15618461924653068,300.0,0.025851999786435535,1.0,1.0,1.0,-2.7668633553717985,-0.00048359252999872224,2.321705647658843,0.02321705647658843,3.555811371395967,1.5410923272086925,0.0,-0.036111111111201626,-0.03472222222230925,0.0,4.33,4.28,4.354,4.354,2.0,1.0,16.64,16.0,0.005291772109038001,0.005291772109038001,4.0,10.0,1.0,1.0,0.11,0.3,0.8,154109232.72086924,355581137.1395967,2.33,3.2800000000000002,0.11548180620286398,0.17888967113412288,2.214518193797136,3.1011103288658775,0.0,1.549994,2.518931,1.549994,2.518931,0.664524193797136,0.5821793288658776,1200000.0,1.0,6.588173077926467,22.094440075220636,711522692416.0585,2386199528123.8286,4.882852855772431,395.84438014373166,1,4.882852855772431,4.882852855772431,1500,0.01387584886550614,11.820124151134493,0.11,0.3,3469911125302822.5,3469911125302822.5,1.0,0,1.7969613283848426e-93,6.235296105101504e-78,0.0,355581137.1395967,0.17888967113412288,0.6211103288658771,1e-10,5e+23,504765890.70298094,1,52.907205784548566,52.907205784548566,0.0,11.020124151134493,500000000.0,4.555811371395967,2.123867104426514e-89,0,4.837968952840068e-80,0.0,5e-10,1.0,3.5558113713870565,1e-08,0,1007554.7819158589,0.0,57.790058640321,-1.9015e-12,-60.52662485784779,-6.052662485784779e-05,1.8155282367495582e-12,1.5339934660254613e-13,0.0,1.662128890147012e-12,0.0,0.0
4.5,0.16537194979044426,300.0,0.025851999786435535,1.0,1.0,1.0,-1.950965668129058,-0.0003409898871801709,3.1565427839510947,0.03156542783951095,3.569180362325778,2.1077225144166243,0.0,-0.036111111111201626,-0.03472222222230925,0.0,4.33,4.28,4.354,4.354,2.0,1.0,16.64,16.0,0.005291772109038001,0.005291772109038001,4.0,10.0,1.0,1.0,0.11,0.3,0.8,210772251.44166243,356918036.2325778,2.33,3.2800000000000002,0.1350535349557484,0.17922564658696058,2.194946465044252,3.1007743534130396,0.0,1.549994,2.518931,1.549994,2.518931,0.6449524650442517,0.5818433534130398,1200000.0,1.0,6.588173077926467,22.094440075220636,711522692416.0585,2386199528123.8286,10.410323110188049,401.02239168149254,1,10.410323110188049,10.410323110188049,1500,0.018865315959314677,12.065134684040684,0.11,0.3,3469911125302822.5,3469911125302822.5,1.0,0,1.6228976140643859e-94,5.631310486269418e-79,0.0,356918036.2325778,0.17922564658696058,0.6207743534130394,1e-10,5e+23,504765890.70298094,1,53.80080143038767,53.80080143038767,0.0,11.265134684040683,500000000.0,4.569180362325778,1.7222563399779243e-90,0,3.9346499237591e-81,0.0,5e-10,1.0,3.5691803623168337,1e-08,0,1015145.349178955,0.0,64.21112454057572,-2.8518e-12,-90.77561334189342,-9.077561334189341e-05,2.01725197135412e-12,3.270499460446282e-13,0.0,1.6902020253094915e-12,0.0,0.0
4.75,0.1745592803343578,300.0,0.025851999786435535,1.0,1.0,1.0,-0.9740425699305575,-0.00017024321414523902,4.106270947667215,0.04106270947667215,3.5499839838312766,2.7523328507430165,0.0,-0.036111111111201626,-0.03472222222230925,0.0,4.33,4.28,4.354,4.354,2.0,1.0,16.64,16.0,0.005291772109038001,0.005291772109038001,4.0,10.0,1.0,1.0,0.11,0.3,0.8,275233285.07430166,354998398.3831276,2.33,3.2800000000000002,0.15432977238144832,0.17874302571467535,2.1756702276185518,3.101256974285325,0.0,1.549994,2.518931,1.549994,2.518931,0.6256762276185517,0.5823259742853253,1200000.0,1.0,6.588173077926467,22.094440075220636,711522692416.0585,2386199528123.8286,21.942734351024495,393.60531021673586,1,21.942734351024495,21.942734351024495,1500,0.02454143794158588,12.309458562058413,0.11,0.3,3469911125302822.5,3469911125302822.5,1.0,0,1.2585694622968595e-95,4.3671241791902645e-80,0.0,354998398.3831276,0.17874302571467535,0.6212569742853247,1e-10,5e+23,504765890.70298094,1,52.52172363334629,52.52172363334629,0.0,11.509458562058413,500000000.0,4.549983983831276,1.1937270567636283e-91,0,2.7157194946702785e-82,0.0,5e-10,1.0,3.5499839838223806,1e-08,0,1004255.0562236429,0.0,74.46445798437078,-4.2229e-12,-134.41908183655295,-0.00013441908183655296,2.339369941572451e-12,6.893513303685096e-13,0.0,1.6500186112039413e-12,0.0,0.0
