sweep_name,voltage_v,experimental_current_a,model_total_a,model_pf_a,model_thermionic_a,model_background_a,polarization_uc_cm2
1st2KB_B64-T51,0.5,-3.02237916768519e-13,-5.782216513819143e-13,-1.247354023308259e-11,1.1789374774115738e-11,1.059438075849381e-13,-14.969661182722895
1st2KB_B64-T51,0.75,-2.93946724599925e-13,1.9036078331454373e-13,-1.1749977837244427e-11,1.1789374774115738e-11,1.5096384644323388e-13,-14.492401660340962
1st2KB_B64-T51,1.0,-3.25646546403893e-13,1.0016726865186763e-12,-1.0983608222746264e-11,1.1789374774115738e-11,1.9590613514920307e-13,-13.965953458507935
1st2KB_B64-T51,1.25,-2.92594995541379e-13,2.2640008931286577e-12,-9.765401639669255e-12,1.1789374774115738e-11,2.4002775868217374e-13,-12.920310953848842
1st2KB_B64-T51,1.5,-3.84256618494658e-13,3.035895743484572e-12,-9.038520800931553e-12,1.1789374774115738e-11,2.8504177030038787e-13,-12.439238294496302
1st2KB_B64-T51,1.75,-4.29687047661526e-13,4.329217785427272e-12,-7.789263986419975e-12,1.1789374774115738e-11,3.2910699773150875e-13,-11.357916762939013
1st2KB_B64-T51,2.0,-6.95743918206759e-13,1.0673469248986419e-11,-1.4899480962400974e-12,1.1789374774115738e-11,3.7404257111077807e-13,-10.827220105732152
1st2KB_B64-T51,2.25,-7.24842115582686e-13,1.2150307062908251e-11,-5.69099019555017e-14,1.1789374774115738e-11,4.1784219074801516e-13,-9.577861647657294
1st2KB_B64-T51,2.5,-5.85230811294551e-13,1.224325706027262e-11,-8.994040819018915e-15,1.1789374774115738e-11,4.628763269759012e-13,-9.109520834411725
1st2KB_B64-T51,2.75,-6.89674120764316e-13,1.2296098716629538e-11,-2.644516379631864e-16,1.1789374774115738e-11,5.069883941517635e-13,-8.057832494825709
1st2KB_B64-T51,3.0,-8.10224446128743e-13,1.2340517408441235e-11,-4.183431531808396e-18,1.1789374774115738e-11,5.511468177570295e-13,-7.035471577479339
1st2KB_B64-T51,3.25,-9.47398301302804e-13,1.2385252729012095e-11,-8.205253077254658e-20,1.1789374774115738e-11,5.958780369488866e-13,-6.375490123800083
1st2KB_B64-T51,3.5,-1.08777732914928e-12,1.2429513523782581e-11,7.7396136813404e-21,1.1789374774115738e-11,6.401387419272286e-13,-5.417837577094217
1st2KB_B64-T51,3.75,-1.28735759032106e-12,1.2474176338702332e-11,9.000379728827096e-21,1.1789374774115738e-11,6.848015555862133e-13,-4.714579322939507
1st2KB_B64-T51,4.0,-1.5744818643304e-12,1.2518245945253203e-11,1.5522866117369717e-19,1.1789374774115738e-11,7.288710159088043e-13,-3.6359357326525292
1st2KB_B64-T51,4.25,-1.90146401228553e-12,1.2562613302465471e-11,1.3334519096925075e-17,1.1789374774115738e-11,7.732251938306368e-13,-2.7374188984457706
1st2KB_B64-T51,4.5,-2.85178066057601e-12,1.2607473017176078e-11,4.0612269622939824e-16,1.1789374774115738e-11,8.176921203641111e-13,-1.9102325394949082
1st2KB_B64-T51,4.75,-4.22287378676334e-12,1.265996885314784e-11,8.49959791946223e-15,1.1789374774115738e-11,8.620944811126393e-13,-1.042198598845371
1st2KB_B64-T51,5.0,-5.90384295270918e-12,1.2781584915475437e-11,8.541882104020904e-14,1.1789374774115738e-11,9.067913203194904e-13,-0.3604666274963444
1st2KB_B64-T51,5.25,-1.24505926402119e-11,1.3705457182655032e-11,9.648378869696419e-13,1.1789374774115738e-11,9.512445215696538e-13,0.4754030399878245
1st2KB_B64-T51,5.5,-2.90187006368736e-11,2.0912614139223653e-11,8.128029197653032e-12,1.1789374774115738e-11,9.952101674548832e-13,1.619724894934678
1st2KB_B64-T51,5.75,-5.5205975207917e-11,2.1931952291852977e-11,9.10280358425164e-12,1.1789374774115738e-11,1.0397739334855992e-12,2.3856456891817985
1st2KB_B64-T51,6.0,-1.02915717614671e-10,2.2819699733227457e-11,9.945747818330241e-12,1.1789374774115738e-11,1.08457714078148e-12,3.0000838266462146
1st2KB_B64-T51,6.25,-1.6081259934797e-10,2.401130958808117e-11,1.109310737118032e-11,1.1789374774115738e-11,1.128827442785109e-12,3.964317821403149
1st2KB_B64-T51,6.5,-2.31635141623165e-10,2.5072041863274996e-11,1.2109351200713215e-11,1.1789374774115738e-11,1.1733158884460433e-12,4.777890091750562
1st2KB_B64-T51,6.75,-3.75288022880227e-10,2.630437399491547e-11,1.3297507128235625e-11,1.1789374774115738e-11,1.2174920925641036e-12,5.789002157253765
1st2KB_B64-T51,7.0,-6.15739570442031e-10,2.7302317975218508e-11,1.4250848413865679e-11,1.1789374774115738e-11,1.262094787237091e-12,6.530294723145698
1st2KB_B64-T51,7.25,-8.63953464325107e-10,2.8608109817940374e-11,1.5512597719093623e-11,1.1789374774115738e-11,1.3061373247310126e-12,7.62597105677417
1st2KB_B64-T51,7.5,-1.26739829742206e-09,2.964407986404784e-11,1.650403426241275e-11,1.1789374774115738e-11,1.3506708275193545e-12,8.411037909051727
1st2KB_B64-T51,7.75,-2.02255590053824e-09,3.0716704329791083e-11,1.753219192141718e-11,1.1789374774115738e-11,1.395137634258163e-12,9.23830005616744
1st2KB_B64-T51,8.0,-3.05179614912277e-09,3.172230429487659e-11,1.8493203122590086e-11,1.1789374774115738e-11,1.439726398170767e-12,9.9884059257829
1st2KB_B64-T51,8.25,-4.52408643880631e-09,3.276360709842325e-11,1.9489982126785192e-11,1.1789374774115738e-11,1.4842501975223172e-12,10.779611663035668
1st2KB_B64-T51,8.5,-8.7346245791764e-09,3.4221725275578446e-11,2.0904334938063687e-11,1.1789374774115738e-11,1.5280155633990202e-12,12.0506407827945
1st2KB_B64-T51,8.75,-1.16193596966241e-08,3.502549376554748e-11,2.1663147413398035e-11,1.1789374774115738e-11,1.5729715780337047e-12,12.568405267778687
1st2KB_B64-T51,9.0,-1.67453464428036e-08,3.624628395941105e-11,2.2839740401538428e-11,1.1789374774115738e-11,1.6171687837568861e-12,13.566230655489067
1st2KB_B64-T51,9.25,-2.59294328230908e-08,3.7399424577927505e-11,2.3948560719777622e-11,1.1789374774115738e-11,1.6614890840341454e-12,14.48618020139639
1st2KB_B64-T51,9.5,-4.13481835437324e-08,3.844993235903401e-11,2.49545614508264e-11,1.1789374774115738e-11,1.7059961340918773e-12,15.287982389201947
1st2KB_B64-T51,9.25,-3.75224047388656e-08,3.809593811079775e-11,2.4646341622354328e-11,1.1789374774115738e-11,1.6602217143276886e-12,15.287982389201947
1st2KB_B64-T51,9.0,-3.06007521544416e-08,3.7741943865326655e-11,2.433812179664742e-11,1.1789374774115738e-11,1.614447294563499e-12,15.287982389201947
1st2KB_B64-T51,8.75,-2.42547475437505e-08,3.738794962128586e-11,2.4029901972370815e-11,1.1789374774115738e-11,1.5686728747993092e-12,15.287982389201947
1st2KB_B64-T51,8.5,-1.87058990519517e-08,3.7033955377971834e-11,2.3721682148820977e-11,1.1789374774115738e-11,1.5228984550351193e-12,15.287982389201947
1st2KB_B64-T51,8.25,-1.49223069456639e-08,3.667996113502002e-11,2.3413462325633356e-11,1.1789374774115738e-11,1.4771240352709296e-12,15.287982389201947
1st2KB_B64-T51,8.0,-1.10290638843935e-08,3.632596689224498e-11,2.3105242502622507e-11,1.1789374774115738e-11,1.4313496155067397e-12,15.287982389201947
1st2KB_B64-T51,7.75,-8.43901837299654e-09,3.5971972649554227e-11,2.279702267969594e-11,1.1789374774115738e-11,1.3855751957425502e-12,15.287982389201947
1st2KB_B64-T51,7.5,-6.59183907458782e-09,3.561797840690265e-11,2.2488802856808556e-11,1.1789374774115738e-11,1.3398007759783608e-12,15.287982389201947
1st2KB_B64-T51,7.25,-5.24962295855858e-09,3.526398416426879e-11,2.218058303393888e-11,1.1789374774115738e-11,1.294026356214171e-12,15.287982389201947
1st2KB_B64-T51,7.0,-4.00492217167425e-09,3.490998992164267e-11,2.187236321107695e-11,1.1789374774115738e-11,1.2482519364499814e-12,15.287982389201947
1st2KB_B64-T51,6.75,-2.8406381691326e-09,3.455599567901982e-11,2.156414338821829e-11,1.1789374774115738e-11,1.2024775166857907e-12,15.287982389201947
1st2KB_B64-T51,6.5,-2.1705903741065e-09,3.420200143639831e-11,2.125592356536097e-11,1.1789374774115738e-11,1.156703096921602e-12,15.287982389201947
