sweep_name,voltage_v,experimental_current_a,model_total_a,model_pf_a,model_thermionic_a,model_background_a,polarization_uc_cm2
1st2KB_B64-T51,-4.75,1.44523986961992e-12,-3.834606637663365e-12,-1.203552344610156e-21,-1.3267479734786857e-47,-3.834606636459812e-12,-15.472554314266944
1st2KB_B64-T51,-4.5,9.43292536095819e-13,-3.6291976936544283e-12,-3.053208222780482e-23,-1.0483617678872455e-47,-3.6291976936238966e-12,-15.472554314266944
1st2KB_B64-T51,-4.25,5.99687075171496e-13,-3.423788750783795e-12,4.1819738339885785e-24,-9.35976133244395e-48,-3.4237887507879768e-12,-15.472554314266944
1st2KB_B64-T51,-4.0,3.90380165259802e-13,-3.2183798074958168e-12,4.562394794401253e-22,-1.2436318902572181e-47,-3.2183798079520565e-12,-15.472554314266944
1st2KB_B64-T51,-3.75,1.37269563120837e-13,-3.012970858268561e-12,6.847579422363726e-21,-1.495008780035093e-47,-3.0129708651161408e-12,-15.472554314266944
1st2KB_B64-T51,-3.5,9.5923309985195e-14,-2.807561867594608e-12,5.4685615150982e-20,-1.7323704649397626e-47,-2.8075619222802226e-12,-15.472554314266944
1st2KB_B64-T51,-3.25,2.54115372949788e-14,-2.60215266785918e-12,3.1158512662144503e-19,-1.9659818006488464e-47,-2.6021529794443064e-12,-15.472554314266944
1st2KB_B64-T51,-3.0,-3.11265742998154e-13,-2.3967426077618933e-12,1.4288464918022311e-18,-2.200270050287264e-47,-2.396744036608385e-12,-15.472554314266944
1st2KB_B64-T51,-2.75,-4.56009775567316e-14,-2.1913294773421573e-12,5.616430311192214e-18,-2.4376483489791577e-47,-2.1913350937724684e-12,-15.472554314266944
1st2KB_B64-T51,-2.5,7.33966720408742e-14,-1.9859065007185643e-12,1.9650217984483024e-17,-2.6796303216179596e-47,-1.985926150936549e-12,-15.472554314266944
1st2KB_B64-T51,-2.25,4.88035921896411e-14,-1.7804544903822066e-12,6.271771842329148e-17,-2.927263277597719e-47,-1.7805172081006298e-12,-15.472554314266944
1st2KB_B64-T51,-2.0,-1.0155241312584e-13,-1.5749225077198906e-12,1.8575754482088012e-16,-3.181327819555749e-47,-1.5751082652647114e-12,-15.472554314266944
1st2KB_B64-T51,-1.75,-2.23017066511115e-13,-1.369182397194368e-12,5.169252344257046e-16,-3.442441031988751e-47,-1.3696993224287936e-12,-15.472554314266944
1st2KB_B64-T51,-1.5,3.04683510951413e-14,-1.1629261255174394e-12,1.3642540754377165e-15,-3.7111144842308126e-47,-1.1642903795928772e-12,-15.472554314266944
1st2KB_B64-T51,-1.25,-6.970530245674e-14,-9.554419298054827e-13,3.4395069514760896e-15,-3.9877889906190866e-47,-9.588814367569588e-13,-15.472554314266944
1st2KB_B64-T51,-1.0,-1.78400209101953e-13,-7.451409279254815e-13,8.33156599555929e-15,-4.272856526397113e-47,-7.534724939210406e-13,-15.472554314266944
1st2KB_B64-T51,-0.75,-3.78850108836287e-13,-5.285828312168699e-13,1.948071986825038e-14,-4.566674628963174e-47,-5.480635510851203e-13,-15.472554314266944
1st2KB_B64-T51,-0.5,4.73721200613085e-14,-2.985188791157411e-13,4.413572913346056e-14,-4.869576192940205e-47,-3.426546082492017e-13,-15.472554314266944
1st2KB_B64-T51,-0.25,-2.24641201365498e-13,-4.004585026249772e-14,9.719981515078591e-14,-5.181876330126907e-47,-1.3724566541328364e-13,-15.472554314266944
1st2KB_B64-T51,0.0,-2.45360996060581e-13,7.404389262527756e-12,2.086398195861105e-13,7.1275861655190115e-12,6.816327742263442e-14,-15.472554314266944
1st2KB_B64-T51,0.25,-2.74119594211031e-13,4.108112169541517e-12,4.188536583711661e-13,3.416059551443036e-12,2.7319895972731416e-13,-15.41993084390624
1st2KB_B64-T51,0.5,-3.02237916768519e-13,1.7885350815849598e-12,5.974549491576841e-13,7.156660118738833e-13,4.754141205533926e-13,-14.969661182722895
1st2KB_B64-T51,0.75,-2.93946724599925e-13,1.6430105344792226e-12,8.297659849025501e-13,1.3580670843973613e-13,6.774378411369363e-13,-14.492401660340962
1st2KB_B64-T51,1.0,-3.25646546403893e-13,2.004648677021485e-12,1.1034934398131982e-12,2.2042572899876497e-14,8.7911266430841e-13,-13.965953458507935
1st2KB_B64-T51,1.25,-2.92594995541379e-13,2.046314946659423e-12,9.681820503683631e-13,1.0280762589842444e-15,1.0771048200320755e-12,-12.920310953848842
1st2KB_B64-T51,1.5,-3.84256618494658e-13,2.611687063994802e-12,1.332428832727609e-12,1.5673739557953004e-16,1.2791014938716132e-12,-12.439238294496302
1st2KB_B64-T51,1.75,-4.29687047661526e-13,2.614242194549992e-12,1.1373967237790496e-12,4.894043014739275e-18,1.4768405767279277e-12,-11.357916762939013
1st2KB_B64-T51,2.0,-6.95743918206759e-13,3.1808464584189684e-12,1.5023606698221449e-12,5.231735187926683e-19,1.678485265423305e-12,-10.827220105732152
1st2KB_B64-T51,2.25,-7.24842115582686e-13,2.997979752378878e-12,1.1229472910403296e-12,6.1824616771174434e-21,1.8750324551560867e-12,-9.577861647657294
1st2KB_B64-T51,2.5,-5.85230811294551e-13,3.6352694391144156e-12,1.558150002048744e-12,5.39793500591074e-22,2.077119436525878e-12,-9.109520834411725
1st2KB_B64-T51,2.75,-6.89674120764316e-13,3.638004072814538e-12,1.3629353639262137e-12,5.1050549111636704e-24,2.2750687088832202e-12,-8.057832494825709
1st2KB_B64-T51,3.0,-8.10224446128743e-13,3.692668045690798e-12,1.2194420437870009e-12,2.4185186340179755e-26,2.4732260019037732e-12,-7.035471577479339
