sweep_name,voltage_v,experimental_current_a,model_total_a,model_pf_a,model_thermionic_a,model_background_a,polarization_uc_cm2
1st2KB_B64-T51,4.25,-1.90146401228553e-12,4.8025562509563245e-12,1.332559953465773e-12,3.7012766618122306e-26,3.469996297490515e-12,-2.7374188984457706
1st2KB_B64-T51,4.5,-2.85178066057601e-12,5.061155056432499e-12,1.3916049010688998e-12,2.1063153144569533e-24,3.669550155361493e-12,-1.9102325394949082
1st2KB_B64-T51,4.75,-4.22287378676334e-12,5.275863321153139e-12,1.4070490591809338e-12,7.801772315725132e-23,3.8688142618941875e-12,-1.042198598845371
1st2KB_B64-T51,5.0,-5.90384295270918e-12,5.716827811498512e-12,1.6474279133026875e-12,1.230782936685726e-21,4.0693998969650416e-12,-0.3604666274963444
1st2KB_B64-T51,5.25,-1.24505926402119e-11,5.977044347706e-12,1.7081521655954031e-12,2.211480147825228e-20,4.2688921599957955e-12,0.4754030399878245
1st2KB_B64-T51,5.5,-2.90187006368736e-11,5.8556644959409135e-12,1.3894674715283752e-12,5.995586310511819e-19,4.466196424853907e-12,1.619724894934678
1st2KB_B64-T51,5.75,-5.5205975207917e-11,6.1889135315571235e-12,1.522722661794996e-12,6.001227621977516e-18,4.666184868534506e-12,2.3856456891817985
1st2KB_B64-T51,6.0,-1.02915717614671e-10,6.745593285448734e-12,1.8783053972651366e-12,4.003738617788841e-17,4.867247850797419e-12,3.0000838266462146
1st2KB_B64-T51,6.25,-1.6081259934797e-10,6.827574973302797e-12,1.761295402870097e-12,4.500058725203564e-16,5.065829564560179e-12,3.964317821403149
1st2KB_B64-T51,6.5,-2.31635141623165e-10,7.127101670599897e-12,1.8581598848032565e-12,3.4617921554311265e-15,5.265479993641209e-12,4.777890091750562
1st2KB_B64-T51,6.75,-3.75288022880227e-10,7.176259703390485e-12,1.6794830711638623e-12,3.304745328994532e-14,5.4637291789366775e-12,5.789002157253765
1st2KB_B64-T51,7.0,-6.15739570442031e-10,7.728588833761188e-12,1.8750820070161194e-12,1.896145043823287e-13,5.663892322362739e-12,6.530294723145698
1st2KB_B64-T51,7.25,-8.63953464325107e-10,9.141335919557869e-12,1.5859414813811916e-12,1.6938527851204153e-12,5.861541653056262e-12,7.62597105677417
1st2KB_B64-T51,7.5,-1.26739829742206e-09,1.676429380766548e-11,1.711360103110205e-12,8.991539419920535e-12,6.061394284634739e-12,8.411037909051727
1st2KB_B64-T51,7.75,-2.02255590053824e-09,5.5829096290368194e-11,1.7863438922138802e-12,4.7781804793250126e-11,6.260947604904189e-12,9.23830005616744
1st2KB_B64-T51,8.0,-3.05179614912277e-09,2.2646225724174342e-10,1.98022103986848e-12,2.1802098797050265e-10,6.4610482313722695e-12,9.9884059257829
1st2KB_B64-T51,8.25,-4.52408643880631e-09,1.011331809642283e-09,2.1252828010400524e-12,1.0025456695243252e-09,6.6608573169178315e-12,10.779611663035668
1st2KB_B64-T51,8.5,-8.7346245791764e-09,7.855870824588277e-09,1.5677681179732419e-12,7.847445793683462e-09,6.857262786840661e-12,12.0506407827945
1st2KB_B64-T51,8.75,-1.16193596966241e-08,1.2776681403450659e-08,2.0846975985104044e-12,1.2767537694330817e-08,7.059011521332174e-12,12.568405267778687
1st2KB_B64-T51,9.0,-1.67453464428036e-08,1.2776699784224108e-08,1.9047349379344864e-12,1.2767537694330817e-08,7.257354955356981e-12,13.566230655489067
1st2KB_B64-T51,9.25,-2.59294328230908e-08,1.2776843041060209e-08,1.849095929598392e-12,1.2767537694330817e-08,7.456250799792494e-12,14.48618020139639
1st2KB_B64-T51,9.5,-4.13481835437324e-08,1.277716226447887e-08,1.9685854283820923e-12,1.2767537694330817e-08,7.655984719670928e-12,15.287982389201947
1st2KB_B64-T51,9.25,-3.75224047388656e-08,1.2775968709102007e-08,9.804515359318956e-13,1.2767537694330817e-08,7.450563235258841e-12,15.287982389201947
1st2KB_B64-T51,9.0,-3.06007521544416e-08,1.2775261725241967e-08,4.788891603031641e-13,1.2767537694330817e-08,7.245141750846753e-12,15.287982389201947
1st2KB_B64-T51,8.75,-2.42547475437505e-08,1.2774806422272423e-08,2.290076751718207e-13,1.2767537694330817e-08,7.0397202664346635e-12,15.287982389201947
1st2KB_B64-T51,8.5,-1.87058990519517e-08,1.2774479004511486e-08,1.0701139864639527e-13,1.2767537694330817e-08,6.834298782022573e-12,15.287982389201947
