index,segment_index,voltage_v,polarization_uc_cm2,polarization_change_uc_cm2,screening_charge_uc_cm2,fe_field_mv_cm,il_field_mv_cm,residual_mv_cm,converged,used_fallback,j_total_uA_per_um2,j_thermionic_uA_per_um2,j_tunneling_uA_per_um2,j_pf_uA_per_um2,j_tat_uA_per_um2,j_sclc_uA_per_um2,top_barrier_ev,bottom_barrier_ev,tunneling_transmission,trap_tunneling_transmission
62,0,-4.5,-113.02319117300496,0.0,-114.01083412817304,-0.6971580680629809,0.0,0.6971580680629809,1,0,-4.3478771514292644e-16,-2.6458182110244166e-50,-6.691165497357372e-246,-4.3478771514292644e-16,-1.0721558582869305e-232,0.0,3.250789722037919,3.250789722037919,1.9283391579008896e-255,1.2634720106072561e-235
63,0,-4.25,-113.02319117300496,0.0,-113.93242529192995,-0.641810786428189,0.0,0.641810786428189,1,0,-3.5354104246297396e-16,-2.336936011092384e-50,-5.446125687922119e-249,-3.5354104246297396e-16,-4.3100384490149955e-236,0.0,3.2539989811641785,3.2539989811641785,1.5695288701225252e-258,5.250347341658802e-239
64,0,-4.0,-113.02319117300496,0.0,-113.85401645568685,-0.5864635047933969,0.0,0.5864635047933969,1,0,-2.837797401557625e-16,-2.052836635643323e-50,-5.02960304376212e-252,-2.837797401557625e-16,-2.0458706187266e-239,0.0,3.2573498685938165,3.2573498685938165,1.4494904515236488e-261,2.5791587547335744e-242
65,0,-3.75,-113.02319117300496,0.0,-113.77560761944373,-0.531116223158591,0.0,0.531116223158591,1,0,-2.243429282500199e-16,-1.7919950732981214e-50,-5.230441289124981e-255,-2.243429282500199e-16,-1.1327144462982144e-242,0.0,3.260862974300391,3.260862974300391,1.5073703908391938e-264,1.4795930304513395e-245
66,0,-3.5,-113.02319117300496,0.0,-113.69719878320065,-0.475768941523813,0.0,0.475768941523813,1,0,-1.7415555978587987e-16,-1.552942051974298e-50,-6.083369963543197e-258,-1.7415555978587987e-16,-7.23668658735128e-246,0.0,3.2645644205967326,3.2645644205967326,1.7531774572503771e-267,9.807343661642589e-249
67,0,-3.25,-113.02319117300496,0.0,-113.61878994695752,-0.42042165988900704,0.0,0.42042165988900704,1,0,-1.322238439695824e-16,-1.3342545440803739e-50,-7.864804297458693e-261,-1.322238439695824e-16,-5.284591119333648e-249,0.0,3.2684881980340843,3.2684881980340843,2.266572258899664e-270,7.440876563015226e-252
68,0,-3.0,-113.02319117300496,0.0,-113.54038111071443,-0.3650743782542151,0.0,0.3650743782542151,1,0,-9.763100774455526e-17,-1.1345415675587414e-50,-1.123980180542592e-263,-9.763100774455526e-17,-4.373837772505806e-252,0.0,3.272679946699721,3.272679946699721,3.239218930843658e-273,6.4082043325719425e-255
69,0,-2.75,-113.02319117300496,0.0,-113.46197227447134,-0.3097270966194231,0.0,0.3097270966194231,1,0,-6.953349138373896e-17,-9.524207079871773e-51,-1.7667074044024155e-266,-6.953349138373896e-17,-4.071931787794014e-255,0.0,3.277203454283451,3.277203454283451,5.091506210402531e-276,6.217985102857232e-258
70,0,-2.5,-113.02319117300496,0.0,-113.38356343822824,-0.25437981498463114,0.0,0.25437981498463114,1,0,-4.715778915391681e-17,-7.86474749325626e-51,-3.040219742574129e-269,-4.715778915391681e-17,-4.234993639221031e-258,0.0,3.282152722450985,3.282152722450985,8.761664586751645e-279,6.7523306555645105e-261
71,0,-2.25,-113.02319117300496,0.0,-113.30515460198512,-0.1990325333498392,0.0,0.1990325333498392,1,0,-2.9798440554120184e-17,-6.35160468266229e-51,-5.7035635880844004e-272,-2.9798440554120184e-17,-4.89013094688107e-261,0.0,3.2876768538727887,3.2876768538727887,1.6437203669262986e-281,8.156794433624074e-264
72,0,-2.0,-113.02319117300496,0.0,-113.22674576574202,-0.14368525171503324,0.0,0.14368525171503324,1,0,-1.681855727842242e-17,-4.965815044540869e-51,-1.161991251489631e-274,-1.681855727842242e-17,-6.2335866697445005e-264,0.0,3.2940398077402535,3.2940398077402535,3.348763727740211e-284,1.090087794766404e-266
73,0,-1.75,-113.02319117300496,0.0,-113.14833692949891,-0.08833797008024127,0.0,0.08833797008024127,1,0,-7.657615879628704e-18,-3.677563298519189e-51,-2.561650495098344e-277,-7.657615879628704e-18,-8.726485100608687e-267,0.0,3.3018038627359925,3.3018038627359925,7.382467165855108e-287,1.603635146528114e-269
74,0,-1.5,-113.02319117300496,0.0,-113.0699280932558,-0.0329906884454353,0.0,0.0329906884454353,1,0,-1.8712511718213926e-18,-2.406327317163426e-51,-6.090585907927632e-280,-1.8712511718213926e-18,-1.3351480437928157e-269,0.0,3.3127689557523796,3.3127689557523796,1.7552570333904737e-289,2.585014673853647e-272
75,0,-1.25,-113.02319117300496,0.0,-112.99151925701273,0.02235659318934265,0.0,-0.02235659318934265,1,0,-1.1271175525675097e-18,-2.1388364820834793e-51,-1.5569920357198061e-282,-1.1271175525675097e-18,-2.324237444440943e-272,0.0,3.315815346853603,3.315815346853603,4.487123674050661e-292,4.546823407653203e-275
76,0,-1.0,-113.02319117300496,0.0,-112.91311042076961,0.07770387482413461,0.0,-0.07770387482413461,1,0,-6.294548107576917e-18,-3.4366545186319247e-51,-4.267379881299626e-285,-6.294548107576917e-18,-4.6841278478111066e-275,0.0,3.303555385129846,3.303555385129846,1.2298239716232522e-294,8.692792068833358e-278
77,0,-0.75,-113.02319117300496,0.0,-112.8347015845265,0.13305115645894058,0.0,-0.13305115645894058,1,0,-1.4777832589721528e-17,-4.712008693694714e-51,-1.250626311529635e-287,-1.4777832589721528e-17,-1.0197244712756768e-277,0.0,3.2953960851004096,3.2953960851004096,3.60420271980632e-297,1.7999619266319376e-280
78,0,-0.5,-113.02319117300496,0.0,-112.75629274828343,0.18839843809371853,0.0,-0.18839843809371853,1,0,-2.6983117338057246e-17,-6.076154641568225e-51,-3.9093547127088907e-290,-2.6983117338057246e-17,-2.390635495261446e-280,0.0,3.28882301374402,3.28882301374402,1.1266440559111062e-299,4.0232895595975383e-283
